Expression Label,tweets
positive,Ерөнхий сайд Л.Оюун-Эрдэнэ Орхон аймгийн нэгдсэн мэдээллийн цахимжсан байдалд талархалтай байгаагаа илэрхийллээ https://t.co/83MrJmXR81 https://t.co/57SrJKurM4
positive,Ерөнхий сайд Л.Оюун-Эрдэнэ Эрдэнэт үйлдвэрийн ажилтай танилцаж байна. Тэрээр ЗГХЭГ-ын дарга байхдаа Эрдэнэт үйлдвэрт онцгой дэглэм тогтоож байсан юм. https://t.co/UqaPFN7kq0
positive,"...Амьдрал гэдэг богинохон, яарах хэрэгтэй
Амжиж чи сайн сайхныг дуулах хэрэгтэй...❤️
                                  
СГЗ Арлааны Эрдэнэ-Очир"
negative,"Би элит болхоороо Энхбатыг сонгоно. Чи Мояа бол Эрдэнэ ОРК бол Хүүкийг сонгоно... гэж бичээд байгаа хүмүүс яг Энхбатыг дэмжиж байгаа хүмүүс гэж бодохгүй л байна шүү 😅
Ер нь тийм хүн байх нь байна уу тээ, би арай таараагүй л явна"
positive,"Цэцэрлэг 2 ээлжийн багштай болохнээ.
 Ирэх хичээлийн жилээс он дуустал  шаардагдах нэг тэрбум орчим төгрөгийг шийдвэрлэж , харин ирэх жил боловсролын сайдын багцад 2 тэрбум төгрөг суулгаж, Орхон аймагт тулгамдаж байгаа асуудлыг шийдвэрлэе "" гэж ЕС Л.Оюун-Эрдэнэ мэдэгдлээ. https://t.co/giRkBxtr1s"
positive,"Монгол Улсын Ерөнхий сайд Л.Оюун-Эрдэнэ ""Эрдэнэт үйлдвэр"" ТӨҮГ-т ажиллаж байна. Өнөөдрийн байдлаар улс,  орон нутгийн төсөвт 266 тэрбум, ус дулаан цахилгаанд 464 тэрбум төгрөг төвлөрүүлжээ. https://t.co/YYbJiZRIud"
positive,"Монгол Улсын Ерөнхий сайд Л.Оюун-Эрдэнэ Эрдэнэт хотод ажиллаж байна. 2021-2024 онд Орхон аймагт баригдах 1000 айлын орон сууцны төсөл, Эрдэнэт хотын гэр хорооллын таван багийн 1000 өрхийг орон сууцжуулах төсөлд шаардлагатай хөрөнгийг шийдвэрлэхээ мэдэгдлээ. https://t.co/tCwD71eZrg"
neutral,"Манай Энхбат ах бол булчинтай л даа. Лав 86 суниачихна. Хүрэлсүх гишүүн булчингаас гадна толгой сайтай. 2 удаа Ерөнхий сайд хийсэн. Эрдэнэ толгой, бие 2тойдоо. Гишүүн сайд 2 г хийсэн гэжуга. За энэ гурвыгаа сайн дээш нь шиднээ буухыг өөрсдөө мэдэх хэрэг. Буухад юм юмны булчин чхл"
positive,"100.94 каратын ""The Spectacle"" очир эрдэнэ $14.1 саяын үнэ хүрэв https://t.co/ugYTsoRA5Z @unursaikhan_sor https://t.co/eq4OakVg9W"
negative,Үнэхэээр Энхбат гуайн дэмжигчдээс айж эхэлж байна нээрээ. ПМ-ээр хүртэл орж ирж байнашдээ. Хүүкийх ч ялгаагүй. Эрдэнэ гуайнх харин жаахан хоцроод байх шиг байна. Анхаарна уу!
negative,"Би е/с иар Х.Баттулгыг дэмжих байсан бөгөөд одоо хэнийг дэмжихээ мэдэхгүй байдалтай байгаа. 
Эрдэнэ, Энхбат хоёрыг бол дэмжихгүй ээ гэдгээ үүгээр илэрхийлж байна ✊🏻"
negative,@MunkhchuluunS эрдэнэ тойрогтоо ч гараагүй хүн шдээ
positive,"Ерөнхий сайд Л.Оюун-Эрдэнэ “Эрдэнэт- Шинжлэх ухаан технологийн парк”-ийн үйл ажиллагаатай танилцах үеэрээ шаардлагатай 3 тэрбум төгрөгийн санхүүжилтийг шийдвэрлэхээр боллоо #МОНЦАМЭ #МонголМэдээ #ОронНутаг

https://t.co/5Qx4Z5zQPm"
positive,10 их наядын 10 хувийг буюу 1 их наяд төгрөгийг дангаараа бүрдүүлж буй Эрдэнэт үйлдвэрийн уурхайчдад Ерөнхий сайд Л.Оюун-Эрдэнэ талархал илэрхийллээ. https://t.co/GZjQpmdAQH
negative,"@OChuluunbileg @ob2133 Эрдэнэ Мэрдэнэ шиг, Хүүк Мүүк шиг төрөөс хуссан мөнгө байхгүй л дээ 🤔 Гэхдээ олны дэм оломгүй далай гэж... МАН сонгуулийн луйвар хийдэггүйсэн бол, Эрдэнэ сонгуулийн луйвар хийдэггүйсэн  бол гарчихаар л даа."
neutral,"@tseenee_mn Яагаад Буддын гүн ухааны голомт газрын хүмүүс Чандмань эрдэнэ болсон гол усандаа яагаад ийм хайр найргүй ханддаг юм бол оо.
Ямар учир байнаа. Монгол өвөг дээдэс минь ус булаг, гол мөрөндөө хичнээн хүндэтгэлтэй хандаж хайрлаж дээдэлдэг билээ. Чандмань эрдэний дүрслэл нь нОн Н2О шд"
positive,Монгол Улсын Ерөнхий сайд Л.Оюун-Эрдэнэ Орхон аймагт ажиллалаа. https://t.co/Zw3dRSBLK5
negative,С.Эрдэнэ: Ардчиллыг хамгаалах цаг үе ирчихээд байгаа учраас би өөрийнхөө нэрийг Монгол Улсын Ерөнхийлөгчид дэвшүүлэхийг зөвшөөрсөн https://t.co/dh6ZyuWzxm via @https://dnn.mn
negative,Энэ одоо юу болоод бгаан? С.Эрдэнийг заналхийлсэн гэнэ үү? Бат инжнаар? Тэр клабхауст Жонхуугийн зөвлөх Жандос гээд залуу Эрдэнэ рүү дайраад үсчээд юм яриулахгуй бсан залуу мөн үү? https://t.co/01mxAueePQ
negative,Монгол Улсын Ерөнхий сайд Л.Оюун-Эрдэнэ Орхон аймгийн “Эрдэнэт ТӨҮГ”-т ажиллаж байна https://t.co/2yZM4wmJFp https://t.co/45VyPeR4hO
negative,"Улсын дээд шүүхээс АН-ыг албан ёсны төлөөлөх эрх бүхий этгээд С.Эрдэнэ хүчинтэй хэвээрээ байна гэдэг тайлбар лавлагаагаа СЕХ-нд өгсөн. 
https://t.co/Zqj2Bl0jen via @https://dnn.mn"
negative,"Эрдэнэ дээр уурлаад, хүрэлсүхийг хайрлаад бдаг гадныхан юм биздээ. Аягүйол Энхбат интернэт оруулж ирснээрээ буруудаад дуусах уу? МАНгарууд аа. 😑🤌🏼 https://t.co/W1YGcGIdC4"
negative,"энэ жил хувьдаа Е сонгуульд хэнийг ч дэмжихгүй дэмжих хүн ч байхгүй болсон
Хүүкийг муулангуут мояа зояа гэнэ үү пад алга
эрдэнэ бол угаасаа гахай, анхнаасаа гахай бсан ярих юм бхгүй
энкатыг бол үнэндээ мэдэхгүй тээр жил нэг гочоогийн 4 амьдрал гэж ярьж бсныг л мэднэ"
negative,"Ингэж ялгаж бас хүний сонголтйг шууд шүүж бгаа нь МоЯануудаасаа юугаар ялгаатайгаа хэлээд л өгчих Байцаагчдаа 😑

Би нь Эрдэнэ Хүк 2т яаж ч байсан санал өгөхгүй. Их чөтгөрөөс бага чөтгөр гэдэг. ЭНХБАТ ГУЙАД Л САНАЛ ӨГЧ ТААРАХ НЬ. Гэхдээ ийм тэнэг юм хийгээд байж болмооргүй дээ https://t.co/HL2em8ixPP"
neutral,"Ардчилсан намаас Ерөнхийлөгчийн сонгуульд нэр дэвшигч С.Эрдэнэ рүү өчигдөр шөнийн 02 цагт 99113020 утаснаас залгаж амь нас эрүүл мэндэд нь халдана хэмээн заналхийлсэн хэргийг шалгуулахаар Төрийн Тусгай хамгаалалтын газарт хандлаа.
https://t.co/aLQRuGNmGM"
positive,"🇲🇳🇲🇳 Монгол Улсын Ерөнхий сайд Л.Оюун-Эрдэнэ уул уурхай-металлурги-химийн үйлдвэрийн цогцолбор байгуулах Засгийн газрын тогтоол, Үйлдвэрлэл, технологийн паркийн үйл ажиллагаа эрхлэх тусгай зөвшөөрлийг “Эрдэнэт үйлдвэр” төрийн өмчит үйлдвэрийн газарт гардуулан өглөө. https://t.co/MfW2NW99pd"
negative,За Одбаяраа ийм арга бол явахгүй шүү яг 100 хаяг бнлээ ийм 3200 ч биш. Хэргээр ингэж харуулах гэж зохион байгуулжээ. Эрдэнэ дээр уурлаад Хүрэлсүх дээр зүрх дарсан 100 хаяг хэнийх вэ? МАН-ыханд Эрдэнэд уурлах шаардлага бхгүй гэдгийг эргүү хүн ч мэднэ.уурлах биш хайрлаад бхд😂😂😂 https://t.co/DUNwqrBebI https://t.co/Q4MHhEJYWO
neutral,"“Уймран гансрахдаа би эзэнгүй тал, цайдмын ганц хайлаас болдог...
Мөчир дээрээсээ хараацайн дэгдээхэй нисгэж, үүрнийх нь өд сөдийг сүүдэртээ
чимээгүйхэн унагадаг
Мөнх тэнгэрээс зөөлөн хур царайчлавч, үндсээрээ газарт яргаж насалдаг би.
🇲🇳 Эх орон минь ...”

~Арлааны Эрдэнэ-Очир https://t.co/D9CtQdqzre"
neutral,"С. Эрдэнэ: АН-ын шинэ даргаар М.Тулгатыг дэвшүүлсэн. Энэ бүртгэлээ хийлгэх гээд Улсын дээд шүүхэд хүргүүлсэн, удахгүй шийдвэрээ гаргах байх. Тиймээс ямар нэг байдлаар хоёр Ардчилсан нам гэдэг асуудал байхгүй."
positive,"МУ-ын ерөнхий сайд Л.Оюун-Эрдэнэ: Орхон, Дархан-Уул аймагт  нийслэлийн иргэдийг төвлөрүүлэх зорилт дэвшүүлсэн. https://t.co/2gl4Y1M7sT"
negative,"У.Хүрэлсүх, С.Эрдэнэ нарын ярилцлагын видеонууд дээрх реакцуудыг судалж үзлээ.

Ази, Энэтхэг зүс царайтай аккаунтууд үй олноороо тролл хийж байгаа нь үнэн байнаа. 

Энэ төрийн эрхийг хууль бусаар авах оролдлогод орох уу? Эхлээд дотроо хэлэлцэе. Удахгүй гадагш мэдээлэх болно. https://t.co/TgpQdnNuyj"
positive,"Вакцины хяналтад хамт ажилласан Сүхбаатар дүүргийн 1-р хэлтсийн цагдаа ахлах ахлагч Бат-Эрдэнэ гэж залуу түрээслээд өмчлөх байр авах эрхийн бичгээр шагнагдсан байна ш дээ. Баяр хүргэе! 

6-н хүүхдийн аав мундаг залуу даа https://t.co/SD4BUB9jnf"
