Expression Label,tweets
positive,"Сайн дурын үндсэн дээр бэлтгэж байгаа богино түүхүүдийн маань анхны дугаарыг хүлээн авна уу🤗 
Датаком компани монголын 90-ээд оны үед үүссэн технологийн старт ап мөнөөс мөн. Тэд ямар замыг туулсан гэдгийг #Доктор_Энхбат_гэж_хэн_бэ цувралын хүрээнд  хүргэж эхэлж байнаа^^ https://t.co/Ir7wdXZqBX"
neutral,"@erdenebatavia Эсрэгээрээ байгаа даа уг нь. Энхбат гуайг дэмжсэн хүмүүсийн бичсэн зүйлс дотроос ингэлээ тэглээ, ингэж харьцууллаа гэсэн юм олж муулах тактик, чиглэл олж авсан гэж ойлгосон. Бараг л  хүн бүр л команд авсан юм шиг зэрэг зэрэг гомдоллоод эхэлж байна."
neutral,"@batzayased @Batka_ Бизнес, улс төр бол тэр чигтээ  систем юм, системийг нь  сайжруулаад байх хэрэгтэй. Энхбат гуай бол одоо цагийн хамгийн мундаг  системийн инженер."
negative,"@dmuuguu @tsbat_IT би бас мэдэхгүй юмаа. ямар ч бсан Энхбат удирдагч хүн огтхон ч биш. хувь хүний зан чанарыг нь буян Жагаа яг хэлж бна лээ. Миний хувьд Х, 2 Э гийн алинд ч санал өгөхгүй. Хувь хүний эрхийн асуудал юмдаа"
negative,@Mark_Burged @ganga_bayar @bo_ulzii Энхбат гээд хүн байгаашд тэрнийг ойлгох хүн одоогоор алга даа
negative,"@Batka_ Өөрсдийгөө элит гэж боддог бүлэг бдаг 😂 тэрэнд өөрөө багтахаас🤣!
 Энхбат гуай бол биш юм аа..."
negative,Энхбат гуай хангалттай элит биш учир Батка дэмжих эсэх дээрээ эргэлзээд сүйд 😹😁😁
negative,"@Batka_ Том төслүүдээ зогсоохгүй зүтгүүлэхийг бодохоор Хүрэлсүх дэмжиж өгмөөр юм шиг, улс төрийн гэхээс илүү технологи талын хүн гэдгээр нь Энхбат зохицож чадах болов уу? Ямартай ч АН гэх сонголт хийхгүй төсөлд улс төржилт орж гацаах аюул бага ч болов холдох байх гэж таамаглаж байна да"
positive,Энхбат гэдэг үгийг mute хийчихлээ 😆
neutral,"@Batka_ Таны бичиглэл дороо өөрчлөгдөж бн шүү. Хэдхэн цагийн өмнө Энхбат гуайн..гэж бичсэн бсн, одоо Энхбатыг.. болчиж🤷‍♀️"
neutral,Энхбат баттай ялна гэж нэр дэвшээгүй. 2024 онд УИХ гишүүн болох баттай сууриа тавьж буй хэрэг.
positive,Ер нь бусдад ухуулга хийхдээ Энхбат гуайн өөрийнх нь хэлсэн үгнүүдийг л цээжээр давтаад баймаар байна.
negative,"Энхбат гуайг дэмжихгүй бол чи орк, би элит via: Жинхэнэ бэртэгчин оркууд 😏🙄😂"
positive,"Энхбат гуайг дэмжжаа нь элит күүл Хүрэлсүх, Эрдэнэ гуайг дэмжжаа нь шууд орк юм байна тэ? Тийм пост коммэнт хандлага харахаар шууд шилэн хүзүү тус газар таталт өгөөд эхэллээ шүү!"
negative,"Хүүк бол Ардын Хүү буюу ард түмний сонголт, харин Энхбат бол элитист үзэлтэй, хульхи сэхээтнүүдийн сонголт гэсэн пропаганда яваад эхэлсэн юм уу. Хар пиар-даа ч сайн л даа МАН-ынхан. Positioning нь айхтар байна. Тэхдээ энэ арга явахгүй ээ."
neutral,"@Batka_ Хэн ч хэнийг дэмжиж болно. 
Дээр нь ТА 2-ЫН дунд юу болсныг чөтгөр бүү мэд...
Өөрөөсөө ахмад хүнийг гэнэт Энхбат гээд нэрээр нь дуудаад эхлэх...
Дэмжихгүй байлаа гээд байнга энэ талаар сануулах хэрэг юун?
Би л хувьдаа дэмжиж байгаа."
negative,@Sorphan2 Батка Энхбат гуайг хэмжинэ ч гэж юү байхвээ харин чиг буруу хойшоо шүү
negative,"@Enkhbayar_bat Нямдоржийг  хорьж эрүүдэн шүүгээч .. БАТҮҮЛ ЗАХИАЛСАН   БУЛГАН  ХАМЖИЛЦСАН  гээд  мэдээлж бна лээ ... ӨДИЙ БОЛТОЛ  ХЭРГИЙН ТАЛААР  МЭДЭЭЛЭЭГҮЙ   ЭС ҮЙЛДЛЭЭРЭЭ  МАШ ОЛОН ХҮН ХОХИРООСОН БНА МӨН ҮҮ.... ард Батсүх, Д.Энхбат  гхмэт..."
negative,"Энхбат гуайн рэнтгэн өндөр эхлээд зохион байгуулалт, мөнгөгүйгээсээ болоод унасаар сонгууль дуусгах нь дээ."
negative,"@Batka_ Энхбат гуайг дэмжиж бгаа юм шиг царайлаад бусдыг мэдлэггүй, боловсролгүй моя, хүүк гэж доромжлох бдлаар эсвэл эсрэгээр нь бид нарыг өөр хүн дэмжсний төлөө боловсролгүй тэнэг гд Энхбатын дэмжигчид муулаад доромжлоод бна гэх бдлаар масст нөлөөлөх пи-арын чиглэл авсан жиргээ их бноо"
negative,МАН-ы троллууд Д.Энхбатыг элит мэлит гээд сэвж өгч бн. Албаар сонгогчдын дургүйг хүргэх анти ухуулга. Гэтэл яг үнэндээ Энхбат гуайн төрсөн өссөн газар нь Монголын хөдөө л бдаг юм билээ.
negative,"@LiliNarita @UvsUvsu тийм пост олж хараагүй л юм. харин өөрөө Энхбат нэр дэвшигчийг харлуулах даалгавар авсан уу гэмээр бичиж бх чинь, нүүрээ нуусан мөнгөний трол биз"
negative,Аль ч талбарт 20/80 гэсэн зарчим үйлчилдэг гэдгийг надаар хэлүүлэлтгүй мэдэж л байгаа байх. Д.Энхбат гуай 20 хувьд (Монголд үнэндээ 5% хүрвэл их юм) чиглэсэн кампанит ажил хийж байгаа бол сонгогдохгүй нь тодорхой болсон юм байна. Зорилго нь тэгэхээр Ерөнхийлөгч болох биш байна https://t.co/5vTgJvw5nI
negative,Энхбат нь элит юм уу? Ер нь элит гэж манайд ямар хүнийг хэлээд байгаа юм булаа.
neutral,"Манай Энхбат ах бол булчинтай л даа. Лав 86 суниачихна. Хүрэлсүх гишүүн булчингаас гадна толгой сайтай. 2 удаа Ерөнхий сайд хийсэн. Эрдэнэ толгой, бие 2тойдоо. Гишүүн сайд 2 г хийсэн гэжуга. За энэ гурвыгаа сайн дээш нь шиднээ буухыг өөрсдөө мэдэх хэрэг. Буухад юм юмны булчин чхл"
negative,@Undram @LiliNarita @Tsa_tsaa Хүкийн хэд элитизм ба Энхбат гэсэн цуу тарааж байна өө.
negative,@Batka_ энхбат гдг хүнийг дэмждэг хүмүүс бусдыг доромжлох хэмжээнийх биш байх аа. Өрсөлдөгч нарынх нь пи-арынх нь нэг арга байх...
neutral,"МАНАН-ын троллуд Д.Энхбат гуайг нийгмийн нэг хэсэгт нь жигшүүлж, саналыг нь авах гэсэн ядмаг арга хэрэглэж байна даа. Ингэх тусам нь монголчууд нэгдэж, нягтрана даа‼️ https://t.co/ogT4iJSRko"
negative,Үнэхэээр Энхбат гуайн дэмжигчдээс айж эхэлж байна нээрээ. ПМ-ээр хүртэл орж ирж байнашдээ. Хүүкийх ч ялгаагүй. Эрдэнэ гуайнх харин жаахан хоцроод байх шиг байна. Анхаарна уу!
negative,@Demi_Chef @DorjsurenGerel Дэмжигчид нь сонгогдох юм уу? Эрхэм нэр дэвшигч Дангаасүрэнгийн ЭНХБАТ юм уу? Дэмжигч нэрийн цаана хэн ч байж магадгүй.
negative,"Би е/с иар Х.Баттулгыг дэмжих байсан бөгөөд одоо хэнийг дэмжихээ мэдэхгүй байдалтай байгаа. 
Эрдэнэ, Энхбат хоёрыг бол дэмжихгүй ээ гэдгээ үүгээр илэрхийлж байна ✊🏻"
